id,text,景色,交通,美食,门票,服务
review_001132,壘《黄鹤楼送孟浩然之广陵》——李白故人西辞黄鹤楼，烟花三月下扬州。孤帆远影碧空尽，唯见长江天际流林墨 adventurous其雪碧养乐多(∗ᵒ̶̶̷̀ω˂̶́∗)੭₎₎̊₊♡ ​,0,0,0,0,0
review_002510,我在挑战黄鹤楼-以津真天地域鬼王评分为30577，小组排名第1，世界排名第13714！ ​,0,0,0,0,0
review_001243,我在挑战黄鹤楼-以津真天地域鬼王评分为13247，小组排名第3，世界排名第24608！ ​,0,0,0,0,0
review_001381,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第1，世界排名第975！ ​,0,0,0,0,0
review_000966, 晴川历历汉阳树，芳草萋萋鹦鹉洲。黄鹤楼看一看瞧一瞧咯~刘宇,1,0,0,0,0
review_001563,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第1，世界排名第5609！ ​,0,0,0,0,0
review_001961,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第2，世界排名第16603！ ​,0,0,0,0,0
review_002635,【蛇山】蛇山不是因为蛇而闻名，却是因其山上众多的名胜古迹，驰名的楼阁亭台而闻名。黄鹤楼上，望大江东去，这番胜景不到蛇山上就体会不到了。蛇山除了黄鹤楼还拥有许多名胜。蛇山又称黄鹄山，即黄鹤山。 ​,2,0,0,0,0
review_001061,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第3，世界排名第35399！ ​,0,0,0,0,0
review_000316,乐山大佛值得一去，三江水汇聚的地方，不错。,1,0,0,0,0
review_002367,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第4，世界排名第38370！ ​,0,0,0,0,0
review_001588,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第1，世界排名第6405！ ​,0,0,0,0,0
review_002506,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第4，世界排名第68366！ ​,0,0,0,0,0
review_000852,此地不空余黄鹤楼 ​,1,0,0,0,0
review_001289,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第2，世界排名第58483！ ​,0,0,0,0,0
review_001172,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第2，世界排名第49902！ ​,0,0,0,0,0
review_000788,林墨linmo 《黄鹤楼送孟浩然之广陵》——李白故人西辞黄鹤楼，烟花三月下扬州。孤帆远影碧空尽，唯见长江天际流秦白09007 ​,0,0,0,0,0
review_000640,同程旅游最佳购买门票的平台！,0,0,0,2,0
review_001068,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第3，世界排名第37892！ ​,0,0,0,0,0
review_002118,临沂那里回收茅台酒价格高 全市上门回收茅台酒价格一览表 高价专业回收高档名酒，老酒，洋酒，红酒等各种高端名酒礼品区域：安徽 江西 湖北及周边地区量大均可上门回收项目有:新老茅台酒，五粮液 ，国窖，郎酒，董酒，汾酒，剑南春，古井贡，洋河大曲，全兴大曲，双沟大曲，沱牌大区，冬虫夏草，海参及东阿阿胶等高档礼品 白酒类： 茅台，五粮液，剑南春，古井贡酒，口子窖，洋河，全兴大曲，郎酒，沱牌，东方红，酒鬼，浏阳河，泸州老窖，国窖1573，水井坊，郎酒，舍得等等 烟类: 中华，苏烟，玉溪，黄鹤楼1916，大重九，和天下，九五至尊，天骄圣地，天都，天叶，徽商，熊猫，延安，金砂，天星，黄山，国酒香30等等洋酒系列： 路易十三，轩尼诗XO，轩尼诗李察，马爹利，芝华士，人头马，黑方，红方，蓝方，各种单瓶及礼盒。 年份酒回收 : 15年，30年，50 茅台； 80年茅台年份酒；10年，15年，30年，60年 五粮液； 五粮液礼盒等。 礼品回收 : 冬虫夏草，海参，安宫牛黄丸，东阿阿胶，鹿茸，燕窝等高档礼品。 红酒类：拉菲，拉图，玛歌，木桐，红颜容，拉塔西，罗曼尼康帝，奔富如您须处理或有任何的疑问，均可来电咨询我们17333217345我们将热情真诚为您服务！价格高，现金交易！以诚信不亏待顾客，真实诚信为宗旨！以信取胜，以客为主，热情服务，期待你的支持和惠顾．优质服务的经营理念．对大客户如需要可上门回收，以高价格进行回收，我们将以高的价位良好的服务，免费上门收购，其他地区量大上门收购 我们本着诚信经营的理念，服务于大众，深受广大市民的信赖，量多者可打电话预约，希望各位新老客户来电来函洽谈合作，信守承诺，价格较优， 价格公平、公正、均为为同行业的较高价格，支持现金、微信、支付宝等多重支付方式，并严格为顾客保密，期待您的合作！,0,0,0,0,0
review_000447,《四川宜宾又发现一尊大佛和乐山大佛一样，依山而凿十分震撼！》此视频已有6万次播放,2,0,0,0,0
review_002213,发表了博文《清远楼》清远楼，位于古城宣化正中，是一座气势雄伟、造型别致、结构精巧的高大古楼，被人们誉为“第二黄鹤楼”的宣化清远楼。清远楼，又名钟楼，始建于明成化十八年（1482年），全楼高25米，是一 ​,2,0,0,0,0
review_000804,《黄鹤楼送孟浩然之广陵》——李白故人西辞黄鹤楼，烟花三月下扬州。孤帆远影碧空尽，唯见长江天际流林墨 nonchalantayamomo1995 ​,0,0,0,0,0
review_000933,《黄鹤楼送孟浩然之广陵》——李白故人西辞黄鹤楼，烟花三月下扬州。孤帆远影碧空尽，唯见长江天际流林墨 culminate世间纷纷扰扰 ​,0,0,0,0,0
review_002031,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第1，世界排名第19043！ ​,0,0,0,0,0
review_002101,不得不说 黄鹤楼的硬8燃的是真快 ​,0,0,0,0,0
review_001245,我在挑战黄鹤楼-以津真天地域鬼王评分为34107，小组排名第1，世界排名第1885！ ​,0,0,0,0,0
review_000862,"语文老师一回头，此地空余黄鹤楼。数学老师一回头，二次函数对称轴。英语老师一回头，sorry加上三克油。?化学老师一回头，二氧化碳变汽油。物理老师一回头，一跟杠杆撬地球。生物老师一回头，试管婴儿水中游。体育老师一回头，乔丹改打乒乓球。全体老师一回头,世界人民没自由！",0,0,0,0,0
review_000290,累的腰酸背痛腿抽筋，哈哈哈哈哈,0,0,0,0,0
review_002119,你这黄鹤楼也敢冒充华子？ ​,0,0,0,0,0
review_000710, 《黄鹤楼送孟浩然之广陵》——李白故人西辞黄鹤楼，烟花三月下扬州。孤帆远影碧空尽，唯见长江天际流林墨 去浪迹天涯吧！7.31 ​,2,0,0,0,0
review_001535,我在挑战黄鹤楼-以津真天地域鬼王评分为11626，小组排名第2，世界排名第1782！ ​,0,0,0,0,0
review_001081,黄鹤楼，寄托过满怀的憧憬，也留下了怅然的缅怀，不断追问着乡关何处，感悟着世间的悲欢与兴衰。它不仅是武汉的地标性建筑，也更像是用诗意凝结成的精神和灵魂，永久地眷顾着这片山河，经风雨而不衰，与日月共长存。,2,0,0,0,0
review_001210,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第3，世界排名第52649！ ​,0,0,0,0,0
review_002054,感觉门票贵了，景区的环境和设施跟门票有点不匹配,0,0,0,-1,-1
review_001827,我在挑战黄鹤楼-以津真天地域鬼王评分为10774，小组排名第1，世界排名第4637！ ​,0,0,0,0,0
review_001618,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第2，世界排名第7104！ ​,0,0,0,0,0
review_001303,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第3，世界排名第59288！ ​,0,0,0,0,0
review_002208,许久，没来登黄鹤楼了，今年的黄鹤楼，不一般！ 傍晚，一般是黄鹤楼景区开始褪去人潮的时刻，而今年的黄鹤楼，在傍晚，变得游客如织！ 原来，黄鹤楼开放了夜间游览，用灯光与音乐的形式，为我们带来了不一样的历史解说！ 当游客聚集时，便是黄鹤楼开始讲故事的环节，停一会，再换一个场景，再讲述一段故事！最后，大家来到主楼前坐下，震撼人心的时刻，开启！,2,0,0,0,1
review_000164,乐山大佛还是那个大佛，跟若干年前并无差别，那是因为有前同事安排实时变形监测…曾经爬上去摸了眉毛，摸了耳朵，摸了头顶…的人也还是那个人…非常时期，景区没什么人，感觉也是怪怪的…儿子说，妈妈，我在《环游中国》的4D电影里见过这个…是啊，那时你觉得震撼，所以带你来了…环游中国里面要,0,0,0,0,0
review_000101,成都重庆吃饭吧外围那个更适合旅游？其实CDCC19这两个地方的旅游资源都很丰富，会所也各有各的特色，不过从网上和现实中大家的感觉上来看，成都似乎更加的被游客所喜爱。虽然重庆也有很多的旅游景点，但是成都的景点名气比重庆的要大很多。我们可以对这两个地方进行比较；先来看一下成都的，在成都市区里面知名的景点有宽窄巷子、杜甫草堂、武侯祠、锦里、春熙路、东郊记忆、成都动物园等，远一点的景点有大熊猫研究基地、熊猫乐园、都江堰、青城山等；大熊猫研究基地是对大熊猫的生长繁殖进行研究和保护，这个地方不仅在国内知名，在全世界都是特别有名气的，谁让那么多的人都喜欢我们的过保大熊猫呢？都江堰是我国历史上知名的水利工程，是利国利民的工程，在成都已经存在了上千年的历史了，名气那就不用多说了。武侯祠和杜甫草堂那就是对我国历史人物的纪念了，而且名人效应也让这两个大景点成为了去成都必打卡的地方。如果说到吃美食和购物，那么一定要去宽窄巷子、春熙路和锦里转转了，成都不仅旅游资源丰富，它的美食资源更加的丰富，这里的美食可以让你每天不重样的吃半年时间，或许你不胖都不行了。峨眉山两日游乐山大佛都江堰熊猫基地头等舱跟团游5天如果说到重庆，很多人对这个地方的旅游资源了解的并不是很多，即便是外地的旅游团来这里旅游，也会把大部分时间安排在成都，只在这里停留一两天的时间；重庆知名的景点有渣滓洞、磁器口、洪崖洞、白公馆、长江索道、南山风景区、武隆风景区、白帝城、丰都鬼城、芙蓉洞、瞿塘峡、小寨天坑、重庆动物园、云阳龙缸等，是不是很多的景点啊，而且里面也有很多世界知名的景点。丰都鬼城我之前介绍过，这里是一处关于阴曹地府的再现，你可以在这里看到阎罗殿、十八层地狱、奈婆桥、各种阴间小鬼、黑白无常等，如果是在晚上进去看，会真的很恐怖。,2,0,2,0,0
review_000568,黄金叶，南京，红塔山，黄鹤楼，白沙，泰山，真龙，娇子。看出是国企了，很有那味 ​,0,0,0,0,0
review_001735,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第2，世界排名第9187！ ​,0,0,0,0,0
review_001170,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第1，世界排名第49558！ ​,0,0,0,0,0
review_002108,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第2，世界排名第46！ ​,0,0,0,0,0
review_000677,囹黄鹤楼的正确打开方式“夜上黄鹤楼” 提前大众点评购提前购票，应该是距开始前两个小时就只能现场购买，但现场也可能没票；7:30、8:30两场入园，对应8:30、9:30两场灯光秀 ⛲️与网文园类似，进场时间5分钟开始第一个园的灯光舞蹈表演，8分钟左右；顺着人流进入第二个园的表演区；再向上是一个女孩弹古筝，对面墙壁上李白题词的光影 之后便登塔，我是走不动五层，在三层拍了夜景和俯瞰武汉两江，下楼先去占位置，坐下等演出开始，演出灯光秀持续约20分钟，很漂亮，不过目前国内类似的比较多，但黄鹤楼这个背景却是独一无二。值得一观,2,0,0,0,0
review_002631,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第5，世界排名第10558！ ​,0,0,0,0,0
review_000684,武汉游记（流水账）7.23-7.25Day1晚上次了武汉菜&小龙虾咽远眺了黄鹤楼，路过了户部巷，去了旁边的粮道街吃了马丁逗逗Day2去了武汉美术馆（本来想去博物馆的，但是预约满了）然后去了东湖散步做游船中午又又又吃了牛蛙，晚上被带去不辣的酒店吃饭还有茶颜悦色yyds。然后去做了知音号游轮，门票略贵但是很值，夜景很美Day3起来吃饭饭后准备出发去宜昌啦,2,0,2,1,0
review_000388,我目不转睛地凝望着革命烈士纪念碑，高唱“东风吹，松枝摆，凝望烈士墓，烈士浩气依然在；革命传家宝，一代传一代；今日红领巾，正是新一代。革命火，传下来，朝阳花儿开不败……”每个音符强有力，谱写出了中国英雄的光辉事迹，在空中回荡。 (外国语学院),1,0,0,0,0
review_001895,好想看你们演腿子活呀，窦公训女，汾河湾，黄鹤楼，洪洋洞啥都行，想听戏腔，8月份这个愿望能实现吗？ ​,0,0,0,0,0
review_000392,我的熊猫天天换地方耍先是武侯祠后是宽窄巷子还有锦里 好家伙今天跑到乐山大佛去了都还没有戴口罩我比它都着急 ​,0,0,0,0,0
review_001314,详细地址：交通攻略：开放时间：,0,0,0,0,0
review_001178,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第2，世界排名第50524！ ​,0,0,0,0,0
review_000988,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第3，世界排名第26636！ ​,0,0,0,0,0
review_001806,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第3，世界排名第11148！ ​,0,0,0,0,0
review_002048,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第2，世界排名第19652！ ​,0,0,0,0,0
review_002593,《街上的画蛇添足》数不胜数的黄鹤楼在烟花八月下扬州孤帆的影是孤岛的雪雨在一百周之内没有停；她是你落单的盔，我是你馥郁的魂。在无足轻重间画头蛇。 ​,0,0,0,0,0
review_000666,第一次来武汉，当然要打卡黄鹤楼。总体公园不是很大，但黄鹤楼真的挺高，一层一层的走上去，可以看到武汉长江大桥，走到最顶层后，就可以坐电梯下来。忘了门票几十块钱了，反正黄鹤楼雪糕是15元一支，还挺好吃的。,1,0,1,0,0
review_002464,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第2，世界排名第59583！ ​,0,0,0,0,0
review_000146,转型为“阿塔”了，从此汉语多了个名词//://:塔利班在华活动增多，各大佛大道大仙大庙大神大殿请提高警惕，小心它们又来破四旧……中华承受不起啊。有塔利班出没的地方、景区，提前预告，让它们单独视察吧。//:不会来炸乐山大佛吧,0,0,0,0,0
review_001691,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第2，世界排名第8262！ ​,0,0,0,0,0
review_001165,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第1，世界排名第49071！ ​,0,0,0,0,0
review_000493,成都乐山之行结束一周了做了两次核酸吃到了junzi同款蛋烘糕去了熊猫基地还有三星堆博物馆！！宽窄巷子和锦里都好逛坐船游乐山大佛还蛮不错吃到了很多很多美食期待下次再去咯我成都话讲的真的很不错 ​,1,0,2,0,0
review_002110,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第4，世界排名第365！ ​,0,0,0,0,0
review_001851,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第1，世界排名第12412！ ​,0,0,0,0,0
review_000461,打了第二针之后，我同事兴高采烈的讨论健康码的背景，我因为打得太早，已经固定在乐山大佛不动了。她来了句，难怪你会胖！ ​,0,0,0,0,0
review_001000,《黄鹤楼送孟浩然之广陵》——李白故人西辞黄鹤楼，烟花三月下扬州。孤帆远影碧空尽，唯见长江天际流林墨 exceed再忙也要定期修剪眉毛，去除杂毛。老师训斥小明：“你的字太潦草了，没有一个正常人能认得出来。”小明说：“可是我要一笔一画写的话，您又训我错误太多。”,0,0,0,0,0
review_000350,卧佛院第三批国家重点文物保护单位，看完现场之后。震撼力度我觉得可以乐山大佛有的一拼！不论精美程度，意境深远，细节精确，保存安好。穿越千年仍优雅如初，叹哉赞哉！而玄妙观则确实是过于玄妙……我就不评论了，大家有机缘可以来找找玄妙观，我是被惊奇了一回，不知道你会不会 ​,2,0,0,0,0
review_000426,我还没去过乐山可是我的口水已经快流到了乐山大佛了 ​,1,0,0,0,0
review_001295,我在挑战黄鹤楼-以津真天地域鬼王评分为31621，小组排名第1，世界排名第9955！ ​,0,0,0,0,0
review_000749,《黄鹤楼送孟浩然之广陵》——李白故人西辞黄鹤楼，烟花三月下扬州。孤帆远影碧空尽，唯见长江天际流林墨 diversityjjjj的宝贝 ​,0,0,0,0,0
review_001336,作为武汉土著 第一次发现黄鹤楼的夜晚如此美,2,0,0,0,0
review_000820,婢《黄鹤楼送孟浩然之广陵》——李白故人西辞黄鹤楼，烟花三月下扬州。孤帆远影碧空尽，唯见长江天际流林墨 application6zI8惜一嗷吸养乐多 ​,0,0,0,0,0
review_000614,"B【山西综改示范区学府产业园""双创""工作获国务院督查激励】在今年“6·18”电商节活动中，山西嘉世达机器人技术有限公司销售额达2218万元，同比增长37%。其中，擦窗机器人跻身天猫平台“圆形擦窗机器人”第一名，洒拖机器人产品打入天猫平台“吸拖一体神器热销榜”首位。据悉，该公司产品已获得美国、欧盟、韩国、日本等9项国际认证，远销20余个国家。 创新产品吸引眼球，创新平台集聚动能，创新生态激发活力——山西综改示范区充分发挥学府产业园区在太原市核心区的地理区位优势，规范众创空间和孵化器的运营模式、搭建拓展交流渠道、创建双创活动品牌，为高质量发展蓄积新动能。截至2020年，园区内共建设众创空间62家，省级及以上科技孵化器22家，累计带动就业4.7万人。 智创城双创中心、企业融通型双创支撑平台、中小型众创空间和孵化器…… 全力打造“双创”高地 山西国际物联网园区1号地块A、B、C座，是山西智创城NO.3菜根创新中心的核心区域。眼下，工人们正在紧张地装修施工。运营单位——浙江菜根科技产业发展有限公司负责人介绍说：“和先导区相比，物联网片区的体量大、空间广，连同正在建设的制造产业园，智创城NO.3将形成‘创业苗圃+孵化器+加速器+产业园’的梯次孵化体系。” 以打造具有国际视野、国内一流、山西特色的创新创业高地为目标，山西综改示范区选取清控科创、中关村智酷、浙江菜根等3家全国一流运营团队，分别运营智创城NO.1、NO.2、NO.3，总面积约40.5万平方米，总体入驻率均超过80%，基本形成“统筹分布、多点开花、各具特色、互为补充”的空间发展格局，已吸引各类企业251家。 与此同时，综改示范区扶持建设了山西建投双创基地、格盟国际能源、示范区科技创新孵化器、山西焦煤国贸双创基地等一批大中小企业融通型双创支撑平台，总面积达8万平方米，可容纳企业100余家，从业人员达2000多人。 由清控科创与综改示范区合作建设的清控创新基地(太原)以“孵化+投资+增值服务”为核心，建立全链条孵化体系。2020年，曾留学日本的杨磊在参加基地组织的“创享行”双创沙龙活动后决定，将多年潜心研究的萃取生产技术进行孵化转化。2020年12月，成立美净(山西)生物科技有限公司；今年5月22日，武乡原谷小米咖啡生产基地落成，以小米为原材料的威士忌酒厂预计10月投产。杨磊充满信心地说：“我们正在清控创新基地导师们的积极帮助下，对接藜麦资源，将来一定会衍生出更多高附加值的系列产品。” 学府园区创业街11号，民营双创基地——蚂蚁众创空间2020年平台企业年总销售40多亿元，带动就业人数1000余人。其正在研发的双创运营服务监管一体化平台从双创载体的设立装修、运营团队的辅导培训、入驻企业的服务等各个方面，指导双创载体规范运营，大大降低了政府监管风险。 政策引导、人才服务、金融支持…… 倾心助力企业发展 扎根综改示范区的山西省创新创业服务中心是全省最早成立的科技企业孵化机构。在注重硬环境建设的同时，该中心不断完善和提升孵化服务功能，规范服务行为。其新近开发建设的我省第一个科技金融服务平台已入驻山西太行产业投资基金管理有限公司、山证投资有限责任公司等34家风险投资机构和50多位投资经理。“近几年，我们在综改示范区兑现各类奖励560万元，不用东奔西跑，许多事项在网上就能办理。”中心主任柳长江感慨地说。 目前，综改示范区已制定了研发、技改、孵化、成果转化、人才引进等方面的鼓励扶持政策和操作细则，增强了创新政策的系统性、针对性、可操作性。建立了一整套双创财政扶持和补贴办法，形成了房租补贴+现金奖励的财政补贴模式，2020年共拨付各类双创补贴7000余万元。 “三晋英才”支持计划“拔尖骨干人才”——山西智杰软件工程有限公司创始人韩温是山东人，来并创业十余载，将一个名不见经传的小公司发展成为山西唯一一家具有医疗集团信息平台自主知识产权的公司。回味创业的艰辛，韩温如是总结：“制胜的法宝是人才，公司引进的各类人才都享受到了综改区工作生活补贴、租房补贴、企业引才补贴等好政策。企业能在这片热土上成长壮大，是山西引进人才、优化环境的最好例证。” 围绕加快打造国际化人才宜居环境，综改示范区投资建设人才健康管理中心，引进建设清华附中太原分校，建设人才公寓200余套，实现“拎包入住”，从科研经费补助到子女入学等给予“一条龙”配套扶持。此外，出台《留学人员创新创业办法(试行)》，建设中国山西留学人员创业园，2020年引进留学人员近40人。 围绕完善金融政策体系，综改示范区出台“金融30条”。目前设立成果转化、产业发展、基础设施3只政府引导基金，已到位资金20亿元，累计出资4.16亿元，撬动社会资本11.16亿元和银行投贷联动融资6.6亿元，投入创新型项目建设。依托清控创新基地和山西国际金融中心打造了两个金融集聚区，力争两年内新增创投基金、风险投资、投资服务等各类机构不少于50家。 创业团队放飞梦想、行业领军奔腾向前…… 接续释放发展活力 如何让文化更轻盈、旅行更美好，使景区摆脱对门票经济的依赖？利用5G创新科技！山西方天圣华数字科技有限公司CEO王磊是土生土长的山西人，怀揣这一梦想，2019年毅然辞去北京的高薪工作，回到太原创办公司。方天圣华联合创始人CFO盛名毕业于北京大学光华管理学院，在英国学习工作多年后，放弃国外绿卡归国创业。2020年9月，他与王磊一见如故，举家迁往太原，携手逐梦未来。 2020年，方天圣华与皇城相府共同打造的国内首个5G+AR智慧景区项目上线之后，皇城相府以三维导览、虚拟导游、AR实景演绎、AR寻宝等多项成果位列2020年智慧景区百强榜第9位。同年底，综改示范区组织方天圣华参加深圳创业投资大会，帮助企业顺利完成千万级天使轮融资。目前方天圣华与大唐不夜城、阆中古城、大熊猫繁育研究基地、平遥古城、黄鹤楼、泰山、武夷山、朱德故居等知名景区正在进行项目合作，并已在上海、成都、深圳、香港、西安等地建立分部。 与青年创业者一样，年近花甲的付国军仍激情不减当年。他带领科达自控30多年扎根学府园区，以煤矿自动化为主攻方向，持续加大研发投入，率先提出“采煤机器人”的概念，并研制出系列产品投放市场，大大节约了人力成本，提高了生产的安全系数。 30多年爬坡过坎、求新求变，科达自控现已跻身国内矿山自动化的第一方阵，在全省首批挂牌新三板。自主研发的巡检机器人搭载一系列传感器，可代替巡检人员进入易燃易爆、有毒、缺氧、浓烟等环境现场进行巡检、探测，有效解决巡检人员在危险场所面临的人身安全、现场数据信息采集不足等问题。 京晋电子信息产业协同创新中心开启山西综改示范区与清华大学“校地合作、异地孵化”新模式，山西——大湾区创新中心5500平方米物理空间投入运营……前不久，在智创城NO.2圆满落幕的第六届西电全球校友创业大赛总决赛，荣获大赛一等奖的芯瞳半导体和基于MESH网络的智慧感知解决方案等优秀项目落户山西综改示范区。 梦想激励奋斗，实干成就未来。在山西综改示范区这片沃土上，创业的梦想在扎根生长、创新的火花在碰撞绽放，为转型综改蹚新路蓄积新动能、注入新活力。",0,0,0,0,0
review_001642,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第1，世界排名第7411！ ​,0,0,0,0,0
review_000882,人太多了，没啥好看，有一场表演倒是还行，没看到公布在哪里，只看到了个结尾，不推荐去,-1,0,0,0,-1
review_001997,我在挑战黄鹤楼-以津真天地域鬼王评分为657，小组排名第1，世界排名第16468！ ​,0,0,0,0,0
review_001509,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第1，世界排名第4383！ ​,0,0,0,0,0
review_002339,月下孤帆江映影，阴云楚天极目凛。千载高矗黄鹤楼，万般新虹鹦鹉洲。 —武昌行 ​,2,0,0,0,0
review_001528,武汉的地标建筑！打卡之地，晚上的夜景很美！,2,0,0,0,0
review_000377,成都之行Day 7：上午：乐山大佛：乐山市峨眉县都很近，但是需要报团，半天乐山大佛，半天或一天爬完整个峨眉。大佛高71米，由海通法师化缘数十年，自毁双目保善款，后由若干官员捐献自己俸禄以及很多僧人持续将近一个世纪建造完工。转圈游览路程短，但是楼梯多且陡，很难爬。下午：峨眉山：半天只爬半山腰，上坐缆车，下山游览路线为六公里多，1.5，1.5，3公里，每段都可以找脚夫抬轿，中间一段楼梯非常多很陡，抬轿特别不容易。听导游说昨天有人被猴子挠了要打狂犬疫苗，结果今天一只猴子，一根猴毛都没看见，说是我们没猴缘，你就说“猴子昨天挠累了，今天躺家看电视”我都信。晚饭：去时高速正在修建只有单向车道一个半小时，回来只能走乡村县镇公路需要三个多小时，路上因为疫情不能吃喝，一直到九点多才找地儿吃东西。芙蓉树下•四川冒菜（创始店）个人推荐：套餐招牌牛肉。味道是非常好，服务是特别的恶劣。,0,-1,2,0,-2
review_001698,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第2，世界排名第8412！ ​,0,0,0,0,0
review_000136,陈导讲解详细，服务热情周到，点赞。纯玩，值得推荐,0,0,0,0,2
review_002545,“偶然与巧合”－周末出去玩了一次 回来就风云突变不能出市－湖北人第一次去黄鹤楼 到此一游了－常背的黑包不知道什么时候烂了 顺利在打卡的店里买到心仪的下一任 －发现竟是上一家咖啡店的合作包包－本来这次没打算去的地方在路途中遇到了 ​,0,0,0,0,0
review_001134,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第4，世界排名第46022！ ​,0,0,0,0,0
review_001101,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第3，世界排名第42756！ ​,0,0,0,0,0
review_001064,我在挑战黄鹤楼-以津真天地域鬼王评分为13498，小组排名第1，世界排名第15791！ ​,0,0,0,0,0
review_001310,我在挑战黄鹤楼-以津真天地域鬼王评分为1594，小组排名第4，世界排名第54748！ ​,0,0,0,0,0
review_001152,我现在求的不多，只求别想上次空降”黄鹤楼”那样全网找不到完整版 幸苦两位老师了！ ​,0,0,0,0,0
review_001231,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第1，世界排名第54069！ ​,0,0,0,0,0
review_000067,路上不会太累，路程轻松，全程空调车，随车导游姐姐很漂亮，服务很好，说话很温柔！！,0,1,0,0,2
review_001654,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第2，世界排名第7682！ ​,0,0,0,0,0
review_001180,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第4，世界排名第50525！ ​,0,0,0,0,0
review_000776,军强国安，泱泱华夏，一撇一捺是脊梁峥嵘岁月，光荣历史，致敬最可爱的人[康乃馨]【今天，。】为了坚守履行爱国爱人民那始终不变的誓言，抗疫一线、防汛前线、戍守边疆……哪里有需要，哪里就有人民子弟兵的身影。感恩你们的守护，快乐！,0,0,0,0,0
review_000040,今天我们的行程安排非常合理，是真正的纯玩团。导游小彭服务热情讲解细致。景区风景也很美，大巴车有充电口，不会担心手机没电。五星好评！,2,1,0,0,2
review_002443,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第3，世界排名第53948！ ​,0,0,0,0,0
review_000131,彭导游富有激情，不拘泥于传统。有较为丰富的带队经验。性格开朗大方，彭导很负责，旅游途中遇了突出事情，一直在陪同，很积极的帮助顾客处理事情。人也十分善良。是个值得给大家推介的好导游。,0,0,0,0,2
review_001261,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第4，世界排名第56382！ ​,0,0,0,0,0
